,Event ID,Database,State,AllComments,year_storm,flash_flood_present,wind_speed
363,43410,Wind,QLD,"A 49 knot wind gust was recorded at Roma at 7:47 pm, associated with the northern extension of the same line of storms.",2001,FALSE,49 knot
364,43413,Wind,QLD,A storm spotter reported estimated 60-100 km/h wind gusts and very heavy rainfall in the Cooparoo area.,2001,FALSE,100 km/h
365,43418,Wind,QLD,A 61 knot wind gust recorded by Mackay Airport AWS at 1:25 am.,2001,FALSE,61 knot
366,43418,Wind,QLD,A 55 knot wind gust recorded by Mackay Airport AWS at 1:27 am.,2001,FALSE,55 knot
367,43428,Wind,QLD,A 57 knot wind gust recorded by Bundaberg AWS at 7:46 pm.,2002,FALSE,57 knot
368,43429,Wind,QLD,A 49 knot wind gust recorded by Julia Creek AWS at 7:47 pm.,2002,FALSE,49 knot
369,43429,Wind,QLD,A 58 knot wind gust recorded by Julia Creek AWS at 7:53 pm.,2002,FALSE,58 knot
370,43429,Wind,QLD,A 58 knot wind gust recorded by Julia Creek AWS at 7:53 pm.,2002,FALSE,58 knot
371,43430,Wind,QLD,A 51 knot wind gust recorded by Julia Creek AWS at 7:06 pm.,2002,FALSE,51 knot
372,43430,Wind,QLD,A 54 knot wind gust recorded by Julia Creek AWS at 7:16 pm.,2002,FALSE,54 knot
373,43430,Wind,QLD,A 52 knot wind gust recorded by Julia Creek AWS at 7:23 pm.,2002,FALSE,52 knot
374,43430,Wind,QLD,A 49 knot wind gust recorded by Julia Creek AWS at 7:31 pm.,2002,FALSE,49 knot
375,43448,Wind,QLD,Trees brought down and estimated 100 km/h wind gusts reported by a storm spotter in the Biggenden area (about 3:30 pm).,2002,FALSE,100 km/h
376,43450,Wind,QLD,49 knot wind gust recorded by the Oakey AWS at 7:02 pm.,2002,FALSE,49 knot
377,43452,Wind,QLD,A 49 knot wind gust recorded by an MIM air quality control anemometer 5km west of the mine recorded a 49 knot wind gust between 5:20 and 5:25pm.,2002,FALSE,49 knot
378,43463,Wind,QLD,"Large trees down, winds estimated at 60 knots.",2009,FALSE,60 knot
379,43463,Wind,QLD,Report of a 14ft boat and motor being thrown 30 metres at Roslyn Bay boat harbour. Winds estimated 50-60 knots.,2009,FALSE,60 knot
380,43497,Wind,QLD,A 49 knot wind gust recorded at Oakey at 3:56 pm.,2002,FALSE,49 knot
381,43498,Wind,QLD,A 53 knot wind gust recorded at Banana Bank at 4:13 pm.,2002,FALSE,53 knot
382,43506,Wind,QLD,96 km/h wind gust recorded at Oakey at 2:57 pm (EST).,2002,FALSE,96 km/h
383,43507,Wind,QLD,120 km/h wind gust recorded at Brisbane Airport at 4:59 pm.,2002,FALSE,120 km/h
384,43508,Wind,QLD,93 km/h wind gust recorded at Gympie (located in the southern Wide Bay and Burnett district) at 6:06 pm.,2002,FALSE,93 km/h
385,43509,Wind,QLD,91 km/h wind gust recorded at Toolara (located in the southern Wide Bay and Burnett district) at 6:21 pm.,2002,FALSE,91 km/h
386,43511,Wind,QLD,A 60 knot wind gust recorded at Oakey at 5:24 pm.,2002,FALSE,60 knot
387,43511,Wind,QLD,A 67 knot wind gust recorded at Oakey at 5:29 pm.,2002,FALSE,67 knot
388,43524,Wind,QLD,A 53 knot wind gust recorded at Cloncurry at 7:04pm.,2002,FALSE,53 knot
389,43529,Wind,QLD,A 55 knot wind gust recorded by the Julia Creek AWS at 3:19 pm.,2003,FALSE,55 knot
390,43533,Wind,QLD,A 65 knot wind gust recorded at Cloncurry AWS at 2:31 pm.,2003,FALSE,65 knot
391,43538,Wind,QLD,A wind gust of 58 knots (107 km/h) was recorded by Oakey AWS at 4:03 pm.,2003,FALSE,58 knot
392,43545,Wind,QLD,Storm spotter at Hiddenvale estimated wind gusts to 100-110 km/h. Trees were brought down or snapped in half. A 550 kg cattle feeder was blown over.,2003,FALSE,110 km/h
393,43553,Wind,QLD,Trees brought down at Redcliffe. Wind gusts estimated at 90 km/h.,2003,FALSE,90 km/h
394,43553,Wind,QLD,49 knot wind gust recorded by Gatton AWS at 7:09 pm. Examination of the highest wind gust data also shows a 130 km/h (70 knot) gust at 7:10 pm.,2003,FALSE,49 knot
395,43554,Wind,QLD,Ballandean (S Stanthorpe): Wind gusts estimated at 100-120 km/h. Tree limbs brought down. Pea sized hail. Time of occurrence 11:22 am.,2010,FALSE,120 km/h
396,43555,Hail,QLD,"Warwick: strong winds uprooted trees and brought down power lines. 54 knot wind gust measured by the AWS. Hail to 5cm, averaging 3-4cm. Some flash flooding. Time of occurrence 1pm.",2003,TRUE,54 knot
397,43555,Rain,QLD,"Warwick: strong winds uprooted trees and brought down power lines. 54 knot wind gust measured by the AWS. Hail to 5cm, averaging 3-4cm. Some flash flooding. Time of occurrence 1pm.",2003,TRUE,54 knot
398,43555,Wind,QLD,"Warwick: strong winds uprooted trees and brought down power lines. 54 knot wind gust measured by the AWS. Hail to 5cm, averaging 3-4cm. Some flash flooding. Time of occurrence 1pm.",2010,TRUE,54 knot
399,43562,Wind,QLD,"Goomeri and Nanango: Golf ball sized hail, wind estimated to be 50 knots.",2003,FALSE,50 knot
400,43562,Wind,QLD,"Goomeri and Nanango: Golf ball sized hail, wind estimated to be 50 knots.",2003,FALSE,50 knot
401,43562,Hail,QLD,"Goomeri and Nanango: Golf ball sized hail, wind estimated to be 50 knots.",2003,FALSE,50 knot
402,43562,Hail,QLD,"Goomeri and Nanango: Golf ball sized hail, wind estimated to be 50 knots.",2003,FALSE,50 knot
403,43564,Wind,QLD,51 knot wind gust measured at Rockhampton AWS at 6:20 pm.,2003,FALSE,51 knot
404,43565,Wind,QLD,"54 knot wind gust at Charleville. Trees were uprooted, 3 power lines brought down, and a railway building was unroofed.",2003,FALSE,54 knot
405,43565,Wind,QLD,64 knot wind gust at Roma.,2003,FALSE,64 knot
406,43573,Wind,QLD,"Tungamul, 1.5 km E of Rockhampton: Parts stripped from a light aircraft by wind gusts. Rated to 180 km/h (?). Gum trees also brought down.",2003,FALSE,180 km/h
407,43575,Wind,QLD,51 knot wind gust recorded by Emerald Airport AWS at 7:43 pm.,2003,FALSE,51 knot
408,43575,Wind,QLD,55 knot wind gust recorded by Emerald Airport AWS at 7:56 pm.,2003,FALSE,55 knot
409,43577,Wind,QLD,Wind gusts estimated at 100 km/h flattened tents and damaged surfboards and computer equipment at Main Beach.,2004,FALSE,100 km/h
410,43578,Wind,QLD,Wind gust of 54 knots recorded at the Mt Isa aerodrome at 8:24 pm.,2004,FALSE,54 knot
411,43580,Wind,QLD,60 knot wind gust recorded at YAMB at 4:22pm. Sustained wind of 54 knots reported on the 0622UTC SPECI.,2004,FALSE,60 knot
412,43580,Wind,QLD,60 knot wind gust recorded at YAMB at 4:22pm. Sustained wind of 54 knots reported on the 0622UTC SPECI.,2004,FALSE,60 knot
413,43583,Wind,QLD,Trees down at Jindalee (SW Brisbane suburb). Pilot living there estimated winds around 60 knots.,2004,FALSE,60 knot
414,43584,Wind,QLD,"Storm spotter reported small hail, estimated 120 km/h wind gusts, power lines and trees down at Woodridge (approximately 4:20 pm).",2004,FALSE,120 km/h
415,43584,Hail,QLD,"Storm spotter reported small hail, estimated 120 km/h wind gusts, power lines and trees down at Woodridge (approximately 4:20 pm).",2004,FALSE,120 km/h
416,43584,Wind,QLD,59 knot wind gust measured at Cleveland weather station at 4:47 pm.,2004,FALSE,59 knot
417,43584,Wind,QLD,66 knot wind gust measured at Banana Bank at 4:51 pm.,2004,FALSE,66 knot
418,43585,Wind,QLD,56 knot wind gust recorded at Rockhampton at 3:25 pm. More than 50 power lines brought down.,2004,FALSE,56 knot
419,43585,Wind,QLD,51 knot wind gust recorded at Mackay at 3:01 pm.,2004,FALSE,51 knot
420,43586,Wind,QLD,Unofficial reports included 65 knots at Amberley aerodrome,2004,FALSE,65 knot
421,43586,Wind,QLD,Unofficial reports included 80 knots south of Toowoomba.,2004,FALSE,80 knot
422,43586,Wind,QLD,"Large trees uprooted, winds estimated at 100 km/h at Booyal (3:15pm).",2004,FALSE,100 km/h
423,43586,Wind,QLD,Archerfield – 55 knots (102 km/h),2004,FALSE,55 knot
424,43586,Wind,QLD,Double Island Point – 53 knots (98 km/h),2004,FALSE,53 knot
425,43586,Wind,QLD,Warwick – 49 knots (91 km/h),2004,FALSE,49 knot
426,43586,Wind,QLD,Warwick – 49 knots (91 km/h),2004,FALSE,49 knot
427,43586,Wind,QLD,Toolara – 49 knots (91 km/h),2004,FALSE,49 knot
428,43589,Wind,QLD,58 knot wind gust recorded at Oakey. Houses unroofed and trees blown over.,2004,FALSE,58 knot
429,43591,Wind,QLD,A house at Blanchview was damaged by large hail. Another house was partially unroofed by winds estimated at “170-200 km/h”.,2004,FALSE,200 km/h
430,43598,Wind,QLD,49 knot wind gust at Maryborough at 4:01pm,2010,FALSE,49 knot
431,43608,Wind,QLD,Max Wind Gust 50 kts at DOUBLE IS PT at 2:35am,2010,FALSE,50 kts
432,43608,Wind,QLD,Max Wind Gust 49 kts at CAPE MORETON at 6:10am,2010,FALSE,49 kts
433,43608,Wind,QLD,"Max Wind Gust 57 kts at CAPE MORETON at 2:22pm, wind gusts 49 knots and above between 12:30pm and 4:12pm",2010,FALSE,57 kts
434,43610,Wind,QLD,Max Wind Gust 49 kts at CAPE MORETON at 1200UTC.,2010,FALSE,49 kts
435,43610,Wind,QLD,Max Wind Gust 50 kts at INNER BEACON (Moreton Bay) at 4:28AM.,2010,FALSE,50 kts
436,43615,Wind,QLD,Max Wind Gust 59 kts at BALLERA GAS FIELD at 0529UTC.,2010,FALSE,59 kts
437,43622,Wind,QLD,104km/hr wind gust recorded at Burketown at 4:46pm.,2010,FALSE,104km/hr
438,43630,Wind,QLD,Wind gust of 58 knots at Winton at 4:54pm.,2010,FALSE,58 knot
439,43638,Wind,QLD,47 knot gust at Gympie at 2:43pm.,2010,FALSE,47 knot
440,43639,Wind,QLD,41 knot gust at Applethorpe at 10:42am.,2010,FALSE,41 knot
441,43639,Wind,QLD,48/49 knot gust at Amberley at 1:26pm/1:27pm,2010,FALSE,49 knot
442,43639,Wind,QLD,41 knot gust at Archerfield at 1:48pm.,2010,FALSE,41 knot
443,43639,Wind,QLD,90km/hr winds reported by Storm Spotter at Redland Bay between 2:10-2:30pm.,2010,FALSE,90km/hr
444,43639,Wind,QLD,52 knot gust at Inner Beacon (Moreton Bay off Redcliffe) at about 3pm.,2010,FALSE,52 knot
445,43639,Wind,QLD,52 knot gust Cape Moreton 3:17pm.,2010,FALSE,52 knot
446,43639,Wind,QLD,55 knot gust at Double Island Point at 6:00pm.,2010,FALSE,55 knot
447,43639,Wind,QLD,42 knot gust at Toowoomba at 6:06pm.,2010,FALSE,42 knot
448,43639,Wind,QLD,49 knot gust at Dalby at 8:17pm.,2010,FALSE,49 knot
449,43640,Wind,QLD,104km/hr wind gust recorded at Inner Beacon (Moreton Bay) at 5:54pm.,2010,FALSE,104km/hr
450,43660,Wind,QLD,50kt/51kt gust at Amberley 3:00pm/3:01pm.,2011,FALSE,50kt
451,43668,Wind,QLD,48kt gust at The Monument at 0816Z - Storms to the east,2011,FALSE,48kt
452,43680,Wind,QLD,111km/hr wind gust recorded at Mackay Ap at 5:42pm,2011,FALSE,111km/hr
453,43716,Tornado,QLD,"Small tornado formed in a storm on the Atherton Tablelands. Lamb Range, N of Tinaroo. Formed first, tight narrow, for few mins. Reformed 5-6kms away, larger in size(diameter 100m) judging from trees. Rough estimates of speed at ~220-230km/h. Dissipated after a few minutes.",2005,FALSE,230km/h
454,43736,Hail,QLD,Heavy rainfall and strong winds associated with storm. Golfball sized hail reported at Redciffe Airport. Estimated 40 kts from windsock.,2005,FALSE,40 kts
455,43746,Wind,QLD,Winds estimated at 120 km/h. Winds destroyed a carport.,2005,FALSE,120 km/h
456,43793,Wind,QLD,138 km/hr wind gust recorded at Oakey at 5:30am.,2011,FALSE,138 km/hr
457,43793,Wind,QLD,111 km/hr wind gust recorded at Double Island Point at 9:20am.,2011,FALSE,111 km/hr
458,43794,Wind,QLD,98 km/hr wind gust recorded at Emerald Airport at 5:26pm.,2011,FALSE,98 km/hr
459,43806,Wind,QLD,Wind gust 50 kt at The Monument at 4:11pm%D,2011,FALSE,50 kt
460,43812,Wind,QLD,Wind gust of 111km/hr (60kt) recorded at Mt Isa at 0511UTC. 17mm of rain in 15 minutes at Mt Isa (2-5 year ARI).%D Shed damaged and tree branches down reported at Mount Isa.,2011,FALSE,111km/hr
461,43813,Wind,QLD,47 knot wind gust at St George at 5:53 pm.,2011,FALSE,47 knot
462,43823,Rain,QLD,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.",2011,TRUE,88 km/hr
463,43823,Wind,QLD,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.",2011,TRUE,88 km/hr
464,43823,Hail,QLD,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.",2011,TRUE,88 km/hr
465,43823,Wind,QLD,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.",2011,TRUE,88 km/hr
466,43823,Rain,QLD,"88 km/hr wind gust recorded at Warwick at 6:52 pm.%D 90 km/hr estimated wind reported from near Inglewood ~ 6 pm.%D 87 km/hr wind gust reported from Toowoomba at 8:35 pm.%D 2cm hail reported at Warwick.%D QPS reports of flash flooding along Kingsford Smith Drive.%D Reports of 100mm rainfall totals from storms in the felton area.%D 49mm total rainfall at Cambooya.%D 40mm total rainfall at Felton.%D A lot of 'fair sized' trees down, branches and debris everywhere in the Tallebudgera Valley.",2011,TRUE,88 km/hr
467,44526,Wind,QLD,"Wind gusts to 66 knots at Amberley  - houses unroofed, buildings damaged and power lines down in Ipswich.",2011,FALSE,66 knot
468,44537,Wind,QLD,A wind gust to 97km/hr was recorded in Brisbane area at about 8:30am during a thunderstorm.,1976,FALSE,97km/hr
469,44550,Wind,QLD,A severe wind and hailstorm caused damage to 180 houses and one death at Beenleigh. A 53 knot wind gust was recorded at wickham Terrace in Brisbane.,1982,FALSE,53 knot
470,44561,Wind,QLD,A wind gust of 100km/hr was recorded in Brisbane from a thunderstorm. One house was reported damaged.,1985,FALSE,100km/hr
471,44563,Wind,QLD,Winds to 150km/hr damaged 6 buildings during a dust storm/thunderstorm at Birsdville,1985,FALSE,150km/hr
472,44567,Wind,QLD,Winds to 150km/hr damaged 6 buildings during a dust storm/thunderstorm at Birsdville,1987,FALSE,150km/hr
473,44570,Wind,QLD,A wind gust recorded at 97km/hr damaged one building in Townsville at around 10pm.,1989,FALSE,97km/hr
474,44576,Wind,QLD,A line of thunderstorms extended across eastern Queensland from the border to the Gulf of Carpentaria. The only reports of any servere weather was at Oakey where there was a wind gust of 45 knots (83 km/hr) recorded and there was minor flash flooding in some Brisbane suburbs,1990,TRUE,45 knot
475,44577,Hail,QLD,A severe thunderstorm affected the Sunshine coast with estimated 80knot (148km/hr) winds. Reports were received of pea to marble size hail. A roll cloud was observed from Maroochydore Airport.,1990,FALSE,80knot
476,44589,Wind,QLD,"At Millmerran, two empty, 31 Tonne, livestock trucks were blown onto their sides by wind gusts associated with a thunderstorm. Report also stated: Wild winds damaged shops in Millmerran's main street. a farmhouse near the above inciden lost its roof and a 30 meter tall gum tree was blown from the ground. Cell movement towards 121 degrees at 38 kts.",1997,FALSE,38 kts
477,44594,Wind,QLD,"A severe thunderstorm was reported from Ipswich with a measured wind gust to 63kts at Amberley Met office. Extensive damage resulted to buildings and vegetation. Three people were electrocuted by fallen power lines. The main cell changed direction to a more northerly track as soon as it crossed the coast, traveling up Moreton Bay. The storm caused approximately 30 yachts in the Brisbane to Gladstone race to retire.",1998,FALSE,63kts
478,44596,Wind,QLD,Charleville recorded a maximum gust of 120km/hr during a thunderstorm.,1999,FALSE,120km/hr
479,44597,Wind,QLD,Early morning storm at St George. Report that Hotel lost part of its roof. local SES assisted about 8 families who had their roofs damaged. Many trees were blown down. Electrical Inspector reported four power line snapped at their base with a transformer damaged b lightning strike. Total of 40 homes had their connection torn away. St george AWS reported a gust of 55kts at 09:23 EST. Some hail reported. Local flooding due to blocked drains,1999,FALSE,55kts
480,44599,Wind,QLD,A severe storm produced wind gusts estimated at approximately 150km/h at Gatton.,1999,FALSE,150km/h
481,44602,Wind,QLD,Wind gusts were estimated to be 80km/h or more south of Peaks crossing.,2000,FALSE,80km/h
482,44605,Wind,QLD,"Large cells on the southern border ranges, with a report of 90-100 km/hr wind gusts a the intersection of the New England and Cunningham Highways - Near Warwick?",2000,FALSE,100 km/hr
483,44607,Wind,QLD,"A severe thunderstorm at Birdsville produced wind gusts of 104km/h, only 6.6mm of rain was reported from this storm.",2001,FALSE,104km/h
484,44613,Wind,QLD,"Mackay was hit by a carry-over storm from the previous day's activity. A 113km/hr gust was recorded at the airport, and caused a portable staircase to be blown onto an aircraft. Damage to roofing was sustained elsewhere in town and at least one large tree was blown over.",2001,FALSE,113km/hr
485,44616,Wind,QLD,"At Oakey, a thunderstorm produced a 113km/h wind gust",2004,FALSE,113km/h
486,44618,Wind,QLD,A line of active thunderstorms occurred in the Channel Country. Birdsville recorded a wind gust of 96 km/h,2004,FALSE,96 km/h
487,44623,Wind,QLD,Wind gusts to 102km/hr were recorded at Coolangatta Airport.,2004,FALSE,102km/hr
488,44624,Wind,QLD,"On the 31st, an isolated severe thunderstorm developed over Rockhampton and produces a 94km/h wind gust. A tree was blown onto the monkey enclosure in the botanic garden, allowing the monkeys to escape.",2005,FALSE,94km/h
489,44627,Wind,QLD,A wind gust of 96 km/h was recorded at Birdswille in a thunderstorm.,2005,FALSE,96 km/h
490,44628,Wind,QLD,A severe thunderstorm produced numerous strong wind gusts at Winton the highest of these was 100km/h. This was accompanied by 31mm of rain in 30 minutes.,2005,FALSE,100km/h
491,44631,Wind,QLD,A 93km/h wind gust was recorded in a thunderstorm at Warwick,2006,FALSE,93km/h
492,44632,Wind,QLD,Thunderstorms continued moving up the east coast. a 102km/h wind gust was recorded at Double Island Point. Widespread severe thunderstorms redeveloped throughout the day in much of eastern Queensland. The Capricornia and nearby areas experienced the worst of the activity.,2006,FALSE,102km/h
493,44637,Wind,QLD,A wind gust of 94km/hr was recorded at Birdsville during a thunderstorm.,2006,FALSE,94km/hr
494,44638,Wind,QLD,A wind gust of 93km/hr was recorded at Birdsville during a thunderstorm.,2006,FALSE,93km/hr
495,44642,Wind,QLD,An associated wind gust of 91km/h was recorded at the University of Queensland Gatton observing site.,2006,FALSE,91km/h
496,44644,Wind,QLD,Estimated wind gusts at Wavell Heights was 111km/h,2006,FALSE,111km/h
497,44646,Wind,QLD,Several farm workers were injured by a lightning strike at St George. A wind gust of 98km/h was recorded at St George airport.,2006,FALSE,98km/h
498,44646,Wind,QLD,Severe thunderstorms in the eastern Darling Downs produced a wind gust of 107 km/h at Oakey. Trees were also reported uprooted at Toowoomba.,2006,FALSE,107 km/h
499,44648,Wind,QLD,a wind gust of 196km/h was recorded at Double Point Island as the storm pass just to the south. This is the highest wind gust ever recorded in Australia from a thunderstorm.,2006,FALSE,196km/h
500,44648,Wind,QLD,To the west of the super cell a thunderstorm produced a 120km/h wind gust at Gympie.,2006,FALSE,120km/h
501,44649,Wind,QLD,a severe thunderstorm in the Central west of the state produced a 91km/h wind gust at Winton,2007,FALSE,91km/h
502,44652,Wind,QLD,The previous day's thunderstorms continued into the night and early hours of the 14th. a 104km/h wind gust was recorded at Winton,2007,FALSE,104km/h
503,44652,Wind,QLD,The previous day's thunderstorms continued into the night and early hours of the 14th. A 100km/h wind gust was recorded at Longreach.,2007,FALSE,100km/h
504,44653,Wind,QLD,Several thunderstorms in the south east of the state moved through Laidley producing winds estimated to 100km/h.,2007,FALSE,100km/h
505,44653,Wind,QLD,Winds at Mulgowie were estimated at 111km/h.,2007,FALSE,111km/h
506,44656,Wind,QLD,A 91km/h wind gust was recorded at Mt Isa.,2007,FALSE,91km/h
507,44657,Wind,QLD,Further thunderstorm activity was recorded in the southeast of the state ahead of an advancing trough line on the Sunshine Coast region. A 107km/h wind gust was recorded at Double island Point.,2007,FALSE,107km/h
508,44658,Wind,QLD,"In the Northwest, a severe thunderstorm with gusts of at least 1000km/h.",2007,FALSE,000km/h
509,44658,Wind,QLD,A severe thunderstorm occurred at Julia Creek recording a 96km/h wind gust.,2007,FALSE,96km/h
510,44662,Wind,QLD,Scattered thunderstorms ran in a line from the Central Coast through to the Gulf Country. Damaging wind gusts of 96km/h were recorded at Hughenden at 6:33pm and 7:01pm.,2008,FALSE,96km/h
511,44662,Wind,QLD,Scattered thunderstorms ran in a line from the Central Coast through to the Gulf Country. Damaging wind gusts of 96km/h were recorded at Hughenden at 6:33pm and 7:01pm.,2008,FALSE,96km/h
512,44676,Wind,QLD,Wind gust of 51kt(94km/h) recorded at Ballera Gas Field at 5:40pm,2008,FALSE,51kt
513,44677,Wind,QLD,"28mm of rain in 5 minutes, hail the size of 2 dollar coins and a wind gust to 52.6 knots at Kilcoy (storm spotter)",2008,FALSE,6 knot
514,44677,Hail,QLD,"28mm of rain in 5 minutes, hail the size of 2 dollar coins and a wind gust to 52.6 knots at Kilcoy (storm spotter)",2008,FALSE,6 knot
515,44677,Rain,QLD,"28mm of rain in 5 minutes, hail the size of 2 dollar coins and a wind gust to 52.6 knots at Kilcoy (storm spotter)",2008,FALSE,6 knot
516,44679,Wind,QLD,Reports of wind gusts up to 100 km/h at Rosewood and Minden.,2008,FALSE,100 km/h
517,44679,Wind,QLD,Reports of wind gusts up to 100 km/h at Rosewood and Minden.,2008,FALSE,100 km/h
518,44681,Wind,QLD,"Trees and TV antenna down, recorded wind gust to 102km/h, pea sized hail and 33mm rain in Kippa-ring. Shade sails torn, garbage bins knocked over.",2008,FALSE,102km/h
519,44685,Wind,QLD,48kt gust observed at Richmond Airport.,2008,FALSE,48kt
520,44685,Wind,QLD,50kt gust observed at Georgetown Airport.,2008,FALSE,50kt
521,44688,Wind,QLD,50 knot gust at Inner Beacon at 1500,2008,FALSE,50 knot
522,44690,Wind,QLD,80 knot gust at Warwick,2008,FALSE,80 knot
523,44690,Hail,QLD,"Storm Spotter at Kippa-Ring reported 18mm rain in 7 minutes, 10 cent piece sized hail, 82 km/h wind gust. Kippa-Ring shopping centre carpark flooded %D",2008,FALSE,82 km/h
524,44690,Rain,QLD,"Storm Spotter at Kippa-Ring reported 18mm rain in 7 minutes, 10 cent piece sized hail, 82 km/h wind gust. Kippa-Ring shopping centre carpark flooded %D",2008,FALSE,82 km/h
525,44690,Wind,QLD,56 knot gust recorded at Inner Beacon (7:44pm). %D,2008,FALSE,56 knot
526,44690,Wind,QLD,54 knot gust at Toowoomba at 0758,2008,FALSE,54 knot
527,44690,Wind,QLD,50 knot wind gust at Warwick at 0617Z%D,2008,FALSE,50 knot
528,44691,Wind,QLD,50 knot wind gusts at Hamilton Island at 0137Z%D %D,2008,FALSE,50 knot
529,44693,Wind,QLD,A farmer 65km north of Alpha reported a wind gust of 105km/hr with trees down%D,2008,FALSE,105km/hr
530,44694,Wind,QLD,90km/hr gust Winton 2:56pm%D,2008,FALSE,90km/hr
531,44694,Wind,QLD,93km/hr gust Winton 3:01pm%D,2008,FALSE,93km/hr
532,44695,Wind,QLD,111km/h wind gust measured by an unofficial instrument near Mount Alford (W of Rathdowney).,2008,FALSE,111km/h
533,44695,Wind,QLD,52 knot wind gust at Archerfield at 0454,2008,FALSE,52 knot
534,44699,Wind,QLD,"55 knot wind gust at Roma AWS at 0317UTC, 0325UTC and 0327UTC",2008,FALSE,55 knot
535,44701,Wind,QLD,88 knot wind gust at Hay Point AWS at 0528UTC.%D %D,2008,FALSE,88 knot
536,44704,Wind,QLD,72 knot wind gust at St George AP at 0512UTC and 0515UTC%D,2008,FALSE,72 knot
537,44704,Wind,QLD,"Wind gusts at Blackall of 50kt at 0546UTC, and 53kt at 0550UTC, 0553UTC and 0556UTC%D",2008,FALSE,50kt
538,44704,Wind,QLD,"Wind gusts at Blackall of 50kt at 0546UTC, and 53kt at 0550UTC, 0553UTC and 0556UTC%D",2008,FALSE,50kt
539,44708,Wind,QLD,Wind gust of 51kt at Oakey at 0530 and 0531 UTC%D %D,2008,FALSE,51kt
540,44719,Hail,QLD,Springsure were hit by a storm which brought hail the size of a 50c piece comined with wind gusts of 144km/hr.,2007,FALSE,144km/hr
541,44719,Wind,QLD,"Producing wind gusts of 78 knots at the Airport between 4.52 and 4.58pm. Widespread damage and devastation with trees ripped apart, houses shredded and a lot of damage by flying debris including whole roofs.",2007,FALSE,78 knot
542,44719,Wind,QLD,A supercell produced a 97 knot gust at 6:11pm.,2007,FALSE,97 knot
543,44729,Wind,QLD,Mount Isa Mines site recorded a peak gust of 69knots at 1605.,2007,FALSE,69knot
544,44742,Wind,QLD,"As ex-""Helen"" moved south over the Herbert and Burdekin highlands it intensified giving winds of 96km/hr at Charters Towers at 3pm.",2008,FALSE,96km/hr
545,44744,Wind,QLD,Thunderstorms in the states west brought borderline severe wind gusts of 89km/hr to Julia Creek at 4pm.,2008,FALSE,89km/hr
546,44751,Wind,QLD,"Gusts of 90km/hr were recorded at Middle Percy Island at 9am, as a weak ridge built to the south of the active monsoon trough.",2008,FALSE,90km/hr
547,44761,Wind,QLD,"A rain-band formed across southeast Queensland as an upper trough pushed across the area. Thunderstorms formed on the southern tip of this rainband and moved through the Caboolture to Redcliffe area during the afternoon. One report at Mango Hill records small hail and some large fallen trees, related to damaging wind gusts of 90km/hr.",2008,FALSE,90km/hr
548,44762,Wind,QLD,A low pressure system in the eastern Coral Sea combined with a high southeast Australia to bring stong winds to the southeast Queensland Coast. A wind gust of 91km/hr was recorded at Cape Moreton at 8.49pm.,2008,FALSE,91km/hr
549,44763,Wind,QLD,A front linked to a low pressure system in the Tasman Sea passed through southeast Queensland with a wind gust of 102km/hr recorded at Inner Beacon in Moreton Bay around 6pm.,2008,FALSE,102km/hr
550,44763,Wind,QLD,"As the front moved offshore, strong S to SW winds persisted over the southeast Queensland with repeated wind gusts of 94km/hr recorded at Cape Moreton at around 1am.",2008,FALSE,94km/hr
551,44767,Wind,QLD,Wind gusts of up to 90km/hr were recorded at Mount Isa Airport.,2007,FALSE,90km/hr
552,44767,Wind,QLD,"Three Hundred metres up Mount Isa Mines, gusts of up to 126km/hr were recorded.",2007,FALSE,126km/hr
